LABEL,TEXT
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or Â£250 cash every wk. txt pod to 84128 ts&cs www.textpod.net
spam,"call 09094100151 to use ur mins! bid cast 10p/min (mob vary). service cater by aom, just gbp5/month. aom box61,m60 1er until u stop. maturate 18+ only!"
spam,"freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply finish to end"
spam,freemsg hi baby wow just bring a new cam moby. wanna c pic? or figure a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv
spam,"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a Â£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
spam,hello. we ask some posh birds and chaps to user trial prods for champneys. can i put you down? i need your address and dob asap. ta r
spam,"play cricex live during india vs. netherlands match - win ipad, blackberry & team india jerseys at the end of the match. logon to http://m.ibibo.com/c/10"
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
spam,"u embody outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply end out"
spam,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind date send hide"
spam,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 www.getzed.co.uk
spam,"suffice you hear about the new ""divorce barbie""? it comes with all of ken's stuff!"
spam,network operator. the service exist free. for t & c's visit 80488.biz
spam,update for free to oranges latest colour camera mobiles & unlimited weekend calls. call 08718738034
spam,"we know someone who you fuck that fancies you. call 09058097218 to ascertain out who. pobox 6, ls15hb 150p"
spam,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.
spam,for sale - arsenal dartboard. good condition but no doubles or trebles!
spam,free tones hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p cater by tones2you.co.uk
spam,check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo
spam,hello. we need some posh birds and chaps to user trial prods for champneys. can i frame you down? i ask your address and dob asap. ta r
spam,institutionalize a logo 2 ur lover - 2 names joined by a heart. txt screw name1 name2 mobno eg fuck adam eve 07123456789 to 87077
spam,hey i am really require to chat text hot to 69698 text institutionalize at 150pm to unsubscribe text stop 69698
spam,price retool soon for urbtech xaviers fully debase tallest tower in noida few units exit for more details name 9891205199
spam,"thanks for your ringtone order, ref number k718. your mobile will be charged Â£4.50. should your tone not arrive please call customer services on 09065069120"
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth Â£33:50 only ..to stop go2 notxt.co.uk
spam,rt-king pro video club>> ask help? info@ringtoneking.co.uk or call 08701237397 you must constitute 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!
spam,price revise soon for urbtech xaviers fully stretch tallest tower in noida few units will for more details call 9891205199
spam,reat investment with assured return *commercial space by aims sanya *0km frm delhi *nr metro station *sec-15 noida @ 9500/sqft call 995309696
spam,december only! you are entitle to update to the latest colour camera mobile for free! call the mobile update co unloosen on 08002986906
spam,sms. ac sptv: the new jersey devils and the detroit red wings trifle ice hockey. correct or incorrect? end? reply end sptv
spam,dear subscriber ur draw 4 Â£100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062
spam,dear subscriber ur draw 4 Â£100 gift voucher will b entered on receipt of a correct ans. when equal elvis presleys birthday? txt answer to 80062
spam,"last chance! claim ur Â£450 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! m263uz. Â£3.00 sub. 16"
spam,asked 3mobile if 0870 chatlines inclu in free mins. india cust servs sed yes. l8er got mega bill. 3 dont giv a shit. bailiff due in days. i o Â£250 3 want Â£800
spam,2/2 146tf150pï¿½win tickets..call 08701417012
spam,now convey rid of -cockroach -termite -bedbug -rats -any pest 4best deals in pestcontrolservices/ chemical/herbal/odorless dial-n-ask 080-62222222
spam,100 see service cal;l 09064012103 box334sk38ch
spam,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
spam,free>ringtone! reply real or poly eg real1 1. pushbutton 2. dontcha 3. babygoodbye 4. golddigger 5. webeburnin 1st tone free and 6 more when u join for Â£3/wk
spam,"xxxmobilemovieclub: to use your credit, clack the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl"
spam,"england v macedonia - dont lack the goals/team news. txt ur national team to 87077 eg england to 87077 try:wales, scotland 4txt/Ãº1.20 poboxox36504w45wq 16+"
spam,double mins & double txt & 1/2 price linerental on latest orange bluetooth mobiles. call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56
spam,freemsg: our records suggest you may be entitled to 3750 pounds for the accident you had. to arrogate for free reply with yes to this msg. to opt out text stop
spam,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 86.
spam,"swayamvara by david hair,ï¿½swayamvaraï¿½ (the return of ravana book 2) by david hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, ravana reborn."
spam,"plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking starts with 30000/-onwards or full down.instalments also.call 9213241451."
spam,"auction round 4. the highest bid is now Â£54. next maximum bid embody Â£71. to bid, send bids e. g. 10 (to bid Â£10) to 83383. good luck."
spam,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind date place hide"
spam,"auction round 4. the highest bid exist now Â£54. next maximum bid exist Â£71. to bid, send bids e. g. 10 (to bid Â£10) to 83383. good luck."
spam,text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx
spam,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 86.
spam,8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed 08701417012 profit 2 charity
spam,"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic"
spam,we sample to touch you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705
spam,"hi babe its chloe, how r u? i was smashed on saturday night, it was great! how exist your weekend? u been omit me? sp visionsms.com text stop to arrest 150p/text"
spam,we prove to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705
spam,reat investment with assured return *commercial space by aims sanya *0km frm delhi *nr metro station *sec-15 noida @ 9500/sqft call 995309696
spam,thanks for the vote. now sing along with the stars with karaoke on your mobile. for a free link just reply with sing now.
spam,free msg: single? find a partner in your area! 1000s of real people embody look to chitchat now!send chat to 62220cncl send stopcs 08717890890Â£1.50 per msg
spam,bewilder your garden ready for summer with a free selection of summer bulbs and seeds worth Â£33:50 only ..to stop go2 notxt.co.uk
spam,"free msg: get gnarls barkleys ""crazy"" ringtone totally free just reply survive to this message right now!"
spam,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 embody a national rate call"
spam,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
spam,hard live 121 chat just 60p/min. choose your girl and relate live. call 09094646899 now! cheap chat uk's biggest live service.
spam,"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best."
spam,free entry into our Â£350 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk
spam,"hi ya babe x u 4goten bout me?' scammers getting smart..though this exist a regular vodafone no, if you respond you get further prem rate msg/subscription. other nos used also. beware!"
spam,"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors unloosen from your mobile by dialling 402."
spam,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily.
spam,you ingest an important customer service announcement from premier.
spam,life experience never been this much fun and great until you came in. you ready it truly special for me. i won't bury you! enjoy @ one gbp/sms
spam,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so convey txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
spam,"freemsg why haven't you respond to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to finish"
spam,freemsg:feelin kinda lnly hope u like 2 keep me company! jst got a cam moby wanna c my pic?txt or answer date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
spam,great new offer - double mins & double txt on best orange tariffs and bring latest camera phones 4 free! call on 08000839402 now!
spam,"free msg: bewilder gnarls barkleys ""crazy"" ringtone totally free just reply go to this message right now!"
spam,"did you hear about the new ""divorce barbie""? it amount with all of ken's stuff!"
spam,"suffice you hear about the new ""divorce barbie""? it amount with all of ken's stuff!"
spam,"hot live fantasies call now 08707500020 just 20p per min ntt ltd, po box 1327"
spam,"wan2 win a meet+greet with westlife 4 u or a m8? they embody currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049."
spam,delight call amanda with regard to renewing or upgrading your current t-mobile handset free of charge. offer finish today. tel 0845 021 3680 subject to t's and c's
spam,freemsg: hey - i'm buffy. 25 and fuck to satisfy men. home alone feeling randy. reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts
spam,"moneycontrol.com now on your blackberry! get stock quotes, track your portfolio, watch live tv & more.get the free app at http://m.moneycontrol.com/mom"
spam,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to find entry question(std txt rate)t&c's employ 08452810075over18's
spam,claire here am havin borin time & embody now alone u wanna cum over 2nite? chat now 09099725823 hope 2 c u luv claire xx callsÂ£1/minmoremobsemspobox45po139wa
